product,price,quantity,date
Monitor,683,5,2024-04-19T00:00:00.000Z
Phone,1102,9,2024-11-15T00:00:00.000Z
Keyboard,920,1,2024-04-28T00:00:00.000Z
Monitor,1429,2,2024-06-30T00:00:00.000Z
Smartwatch,1864,4,2022-08-13T00:00:00.000Z
Laptop,1501,8,2024-03-29T00:00:00.000Z
Keyboard,695,7,2022-09-03T00:00:00.000Z
Smartwatch,1965,7,2023-10-08T00:00:00.000Z
Mouse,1711,2,2022-11-13T00:00:00.000Z
Keyboard,837,3,2022-04-17T00:00:00.000Z
Laptop,760,4,2023-12-09T00:00:00.000Z
Headphones,1398,9,2023-11-29T00:00:00.000Z
Tablet,1343,4,2023-02-28T00:00:00.000Z
Laptop,1396,8,2024-08-13T00:00:00.000Z
Laptop,1260,5,2024-12-13T00:00:00.000Z
Mouse,939,7,2023-02-20T00:00:00.000Z
Mouse,1224,7,2023-05-05T00:00:00.000Z
Monitor,1210,3,2024-09-24T00:00:00.000Z
Laptop,1738,5,2023-04-09T00:00:00.000Z
Monitor,1638,8,2023-04-03T00:00:00.000Z
Smartwatch,1685,6,2023-01-21T00:00:00.000Z
Monitor,799,6,2023-08-20T00:00:00.000Z
Headphones,1041,10,2022-03-24T00:00:00.000Z
Laptop,1966,9,2024-05-29T00:00:00.000Z
Headphones,685,10,2022-09-07T00:00:00.000Z
Mouse,1720,6,2023-10-21T00:00:00.000Z
Headphones,1604,3,2022-01-12T00:00:00.000Z
Keyboard,1840,8,2024-09-16T00:00:00.000Z
Smartwatch,1810,7,2024-06-22T00:00:00.000Z
Headphones,566,1,2023-05-29T00:00:00.000Z
Tablet,1197,7,2022-11-24T00:00:00.000Z
Phone,1848,6,2022-06-22T00:00:00.000Z
Monitor,1627,9,2022-12-01T00:00:00.000Z
Mouse,653,3,2023-08-09T00:00:00.000Z
Keyboard,692,6,2024-06-20T00:00:00.000Z
Smartwatch,1278,7,2024-03-30T00:00:00.000Z
Phone,1960,5,2022-08-18T00:00:00.000Z
Tablet,1781,7,2022-12-08T00:00:00.000Z
Keyboard,1190,8,2022-07-13T00:00:00.000Z
Tablet,536,6,2024-08-20T00:00:00.000Z
Tablet,1179,7,2024-06-06T00:00:00.000Z
Mouse,895,10,2024-05-24T00:00:00.000Z
Monitor,1142,3,2022-11-07T00:00:00.000Z
Keyboard,1581,8,2023-07-19T00:00:00.000Z
Tablet,1865,8,2023-02-10T00:00:00.000Z
Smartwatch,563,5,2023-07-16T00:00:00.000Z
Monitor,1722,5,2024-12-14T00:00:00.000Z
Laptop,854,6,2023-03-20T00:00:00.000Z
Laptop,1277,6,2024-01-05T00:00:00.000Z
Mouse,1317,5,2023-06-26T00:00:00.000Z
Monitor,1706,5,2023-09-06T00:00:00.000Z
Monitor,1182,6,2023-10-18T00:00:00.000Z
Smartwatch,1332,3,2023-02-11T00:00:00.000Z
Smartwatch,1619,9,2022-04-29T00:00:00.000Z
Phone,954,3,2024-07-12T00:00:00.000Z
Phone,574,1,2024-04-18T00:00:00.000Z
Laptop,637,3,2023-07-21T00:00:00.000Z
Monitor,864,2,2024-08-23T00:00:00.000Z
Tablet,1935,8,2023-06-27T00:00:00.000Z
Smartwatch,608,8,2023-03-30T00:00:00.000Z
Laptop,719,8,2022-01-28T00:00:00.000Z
Headphones,1072,7,2024-01-10T00:00:00.000Z
Monitor,763,9,2023-11-26T00:00:00.000Z
Keyboard,1825,7,2023-03-06T00:00:00.000Z
Smartwatch,1481,5,2024-04-21T00:00:00.000Z
Tablet,704,8,2024-03-19T00:00:00.000Z
Laptop,1090,3,2024-02-11T00:00:00.000Z
Phone,1298,9,2023-09-29T00:00:00.000Z
Monitor,1628,3,2022-11-26T00:00:00.000Z
Laptop,1652,9,2023-12-04T00:00:00.000Z
Tablet,1867,1,2024-11-23T00:00:00.000Z
Tablet,1053,5,2023-06-29T00:00:00.000Z
Tablet,1171,1,2022-12-01T00:00:00.000Z
Phone,1416,8,2024-10-15T00:00:00.000Z
Smartwatch,1581,9,2024-04-10T00:00:00.000Z
Tablet,1076,7,2023-11-22T00:00:00.000Z
Headphones,1219,9,2023-01-15T00:00:00.000Z
Keyboard,1043,3,2022-05-31T00:00:00.000Z
Phone,561,9,2022-06-19T00:00:00.000Z
Mouse,1518,7,2023-05-17T00:00:00.000Z
Monitor,1539,10,2024-03-10T00:00:00.000Z
Monitor,1205,5,2022-04-05T00:00:00.000Z
Laptop,542,3,2023-05-04T00:00:00.000Z
Tablet,1281,1,2022-01-16T00:00:00.000Z
Phone,543,2,2022-02-01T00:00:00.000Z
Phone,1777,9,2024-04-16T00:00:00.000Z
Tablet,1004,2,2022-05-05T00:00:00.000Z
Phone,1777,7,2023-02-22T00:00:00.000Z
Mouse,1903,8,2023-02-25T00:00:00.000Z
Smartwatch,1485,5,2024-08-04T00:00:00.000Z
Monitor,510,10,2023-06-28T00:00:00.000Z
Keyboard,691,7,2022-04-08T00:00:00.000Z
Mouse,1689,6,2022-12-04T00:00:00.000Z
Headphones,1409,2,2022-07-25T00:00:00.000Z
Keyboard,783,8,2023-12-08T00:00:00.000Z
Keyboard,1341,10,2022-09-29T00:00:00.000Z
Laptop,1264,9,2024-03-24T00:00:00.000Z
Headphones,755,1,2022-02-04T00:00:00.000Z
Monitor,1209,2,2022-12-23T00:00:00.000Z
Headphones,1094,4,2022-03-24T00:00:00.000Z
Monitor,1459,5,2022-08-10T00:00:00.000Z
Laptop,1889,4,2022-03-19T00:00:00.000Z
Phone,1521,7,2024-07-27T00:00:00.000Z
Headphones,990,2,2024-07-27T00:00:00.000Z
Keyboard,1249,6,2023-12-18T00:00:00.000Z
Phone,1246,7,2024-06-03T00:00:00.000Z
Smartwatch,1347,2,2023-04-30T00:00:00.000Z
Monitor,1802,10,2022-10-13T00:00:00.000Z
Phone,825,3,2022-11-09T00:00:00.000Z
Laptop,1104,6,2023-01-29T00:00:00.000Z
Smartwatch,1273,9,2023-04-26T00:00:00.000Z
Phone,554,2,2023-12-12T00:00:00.000Z
Mouse,1317,9,2024-04-28T00:00:00.000Z
Phone,564,3,2024-04-08T00:00:00.000Z
Monitor,1270,4,2022-12-22T00:00:00.000Z
Phone,1111,3,2022-07-06T00:00:00.000Z
Smartwatch,891,2,2024-08-18T00:00:00.000Z
Keyboard,1856,2,2022-11-25T00:00:00.000Z
Smartwatch,1276,4,2023-08-28T00:00:00.000Z
Keyboard,1070,3,2024-09-10T00:00:00.000Z
Laptop,508,3,2023-12-02T00:00:00.000Z
Laptop,1054,4,2024-12-07T00:00:00.000Z
Headphones,564,5,2022-12-21T00:00:00.000Z
Mouse,1549,10,2023-01-04T00:00:00.000Z
Phone,711,10,2023-08-01T00:00:00.000Z
Smartwatch,669,8,2022-06-18T00:00:00.000Z
Keyboard,1458,3,2023-11-11T00:00:00.000Z
Laptop,1067,8,2024-09-07T00:00:00.000Z
Phone,1168,8,2022-04-13T00:00:00.000Z
Tablet,1101,3,2024-07-25T00:00:00.000Z
Phone,803,2,2022-08-06T00:00:00.000Z
Keyboard,1775,10,2022-10-31T00:00:00.000Z
Tablet,1101,2,2023-10-16T00:00:00.000Z
Monitor,1917,10,2024-03-29T00:00:00.000Z
Smartwatch,959,7,2023-06-14T00:00:00.000Z
Laptop,1132,6,2022-05-20T00:00:00.000Z
Headphones,1198,3,2024-01-21T00:00:00.000Z
Laptop,1201,2,2024-12-24T00:00:00.000Z
Laptop,1837,4,2023-10-01T00:00:00.000Z
Headphones,600,6,2024-10-13T00:00:00.000Z
Mouse,666,6,2024-11-04T00:00:00.000Z
Smartwatch,1786,4,2022-04-07T00:00:00.000Z
Smartwatch,1785,3,2022-10-18T00:00:00.000Z
Keyboard,583,9,2022-10-19T00:00:00.000Z
Tablet,931,10,2023-07-03T00:00:00.000Z
Keyboard,847,1,2023-12-04T00:00:00.000Z
Tablet,1538,7,2024-02-27T00:00:00.000Z
Phone,1103,8,2023-09-23T00:00:00.000Z
Laptop,1984,4,2024-02-06T00:00:00.000Z
Phone,631,5,2022-06-09T00:00:00.000Z
Laptop,1577,2,2022-01-09T00:00:00.000Z
Laptop,979,8,2024-02-29T00:00:00.000Z
Mouse,1928,6,2023-08-07T00:00:00.000Z
Laptop,1461,10,2024-10-14T00:00:00.000Z
Monitor,1056,3,2024-01-31T00:00:00.000Z
Keyboard,1779,5,2024-02-19T00:00:00.000Z
Keyboard,1877,2,2022-12-11T00:00:00.000Z
Keyboard,524,3,2022-06-12T00:00:00.000Z
Smartwatch,1927,6,2023-04-09T00:00:00.000Z
Keyboard,1962,9,2024-02-29T00:00:00.000Z
Monitor,598,1,2024-10-27T00:00:00.000Z
Monitor,904,1,2023-10-25T00:00:00.000Z
Keyboard,1454,4,2023-02-24T00:00:00.000Z
Keyboard,1932,3,2022-02-12T00:00:00.000Z
Headphones,1215,8,2023-10-04T00:00:00.000Z
Phone,1744,6,2024-10-31T00:00:00.000Z
Keyboard,875,10,2022-10-17T00:00:00.000Z
Smartwatch,1791,6,2022-04-25T00:00:00.000Z
Mouse,1421,4,2024-08-10T00:00:00.000Z
Smartwatch,1396,4,2022-07-21T00:00:00.000Z
Laptop,1697,4,2024-05-18T00:00:00.000Z
Mouse,703,1,2023-12-23T00:00:00.000Z
Laptop,1996,4,2024-01-11T00:00:00.000Z
Headphones,601,5,2024-07-17T00:00:00.000Z
Keyboard,1550,1,2022-07-28T00:00:00.000Z
Smartwatch,1110,3,2024-12-13T00:00:00.000Z
Tablet,528,10,2023-05-14T00:00:00.000Z
Monitor,1672,2,2022-09-21T00:00:00.000Z
Monitor,546,8,2024-12-12T00:00:00.000Z
Tablet,1041,8,2023-01-11T00:00:00.000Z
Headphones,839,8,2023-12-05T00:00:00.000Z
Mouse,1031,5,2023-11-20T00:00:00.000Z
Smartwatch,1932,9,2024-06-02T00:00:00.000Z
Monitor,1407,2,2024-12-24T00:00:00.000Z
Laptop,1796,9,2023-11-10T00:00:00.000Z
Headphones,1533,10,2024-08-11T00:00:00.000Z
Mouse,1096,4,2024-07-02T00:00:00.000Z
Keyboard,1702,4,2022-10-06T00:00:00.000Z
Laptop,1753,8,2023-03-22T00:00:00.000Z
Smartwatch,1441,1,2022-06-13T00:00:00.000Z
Monitor,1304,6,2024-06-13T00:00:00.000Z
Laptop,1138,7,2024-03-28T00:00:00.000Z
Tablet,1049,2,2022-07-10T00:00:00.000Z
Monitor,1265,3,2022-10-05T00:00:00.000Z
Headphones,1752,10,2024-05-07T00:00:00.000Z
Keyboard,1394,5,2022-08-15T00:00:00.000Z
Tablet,1131,2,2023-11-13T00:00:00.000Z
Smartwatch,799,4,2023-06-08T00:00:00.000Z
Mouse,729,9,2024-05-08T00:00:00.000Z
Keyboard,1318,2,2024-09-06T00:00:00.000Z
Monitor,1090,7,2023-03-19T00:00:00.000Z
Monitor,575,5,2023-02-28T00:00:00.000Z
Smartwatch,501,5,2022-06-13T00:00:00.000Z
Phone,1353,6,2024-05-06T00:00:00.000Z
Smartwatch,1962,7,2022-06-18T00:00:00.000Z
Monitor,858,10,2023-06-22T00:00:00.000Z
Tablet,1216,3,2022-07-12T00:00:00.000Z
Smartwatch,536,1,2024-03-02T00:00:00.000Z
Smartwatch,1400,9,2022-08-27T00:00:00.000Z
Headphones,1297,6,2023-04-22T00:00:00.000Z
Headphones,1134,9,2022-10-23T00:00:00.000Z
Tablet,1864,9,2023-09-21T00:00:00.000Z
Keyboard,1242,3,2023-10-07T00:00:00.000Z
Smartwatch,959,8,2022-01-19T00:00:00.000Z
Mouse,1895,7,2024-07-12T00:00:00.000Z
Keyboard,1718,5,2022-07-30T00:00:00.000Z
Keyboard,1206,8,2022-12-05T00:00:00.000Z
Smartwatch,714,7,2024-06-11T00:00:00.000Z
Headphones,1747,9,2024-12-13T00:00:00.000Z
Keyboard,1206,6,2024-02-13T00:00:00.000Z
Tablet,611,1,2022-02-19T00:00:00.000Z
Monitor,597,3,2024-09-16T00:00:00.000Z
Tablet,794,3,2023-05-21T00:00:00.000Z
Headphones,1767,8,2023-09-01T00:00:00.000Z
Headphones,1629,5,2024-02-25T00:00:00.000Z
Headphones,1458,6,2022-09-05T00:00:00.000Z
Monitor,1721,10,2024-11-14T00:00:00.000Z
Headphones,661,3,2024-09-22T00:00:00.000Z
Laptop,1527,1,2024-06-08T00:00:00.000Z
Phone,1797,8,2024-03-02T00:00:00.000Z
Laptop,1452,4,2022-12-26T00:00:00.000Z
Headphones,1876,10,2022-06-19T00:00:00.000Z
Tablet,942,2,2022-12-06T00:00:00.000Z
Tablet,1478,1,2023-10-27T00:00:00.000Z
Smartwatch,1216,1,2023-01-29T00:00:00.000Z
Mouse,942,4,2022-05-15T00:00:00.000Z
Phone,1601,9,2023-02-04T00:00:00.000Z
Smartwatch,977,9,2024-05-28T00:00:00.000Z
Laptop,1729,3,2022-06-05T00:00:00.000Z
Smartwatch,1753,9,2023-06-10T00:00:00.000Z
Headphones,1579,8,2023-03-08T00:00:00.000Z
Headphones,867,7,2023-03-24T00:00:00.000Z
Tablet,702,9,2023-11-21T00:00:00.000Z
Phone,1187,9,2023-11-09T00:00:00.000Z
Laptop,883,4,2023-09-04T00:00:00.000Z
Laptop,783,5,2024-10-19T00:00:00.000Z
Laptop,1603,8,2022-09-09T00:00:00.000Z
Monitor,692,1,2022-03-30T00:00:00.000Z
Tablet,1482,9,2023-10-24T00:00:00.000Z
Tablet,568,2,2024-02-11T00:00:00.000Z
Phone,1032,5,2024-10-01T00:00:00.000Z
Keyboard,1864,7,2022-06-28T00:00:00.000Z
Monitor,1370,3,2024-04-29T00:00:00.000Z
Keyboard,1036,1,2023-03-17T00:00:00.000Z
Phone,571,4,2022-11-24T00:00:00.000Z
Mouse,990,1,2024-11-16T00:00:00.000Z
Phone,1662,1,2022-04-03T00:00:00.000Z
Keyboard,1029,2,2022-01-28T00:00:00.000Z
Monitor,955,7,2022-07-25T00:00:00.000Z
Keyboard,1214,3,2024-05-29T00:00:00.000Z
Headphones,1849,2,2023-03-07T00:00:00.000Z
Keyboard,1686,2,2023-03-23T00:00:00.000Z
Laptop,582,9,2024-09-20T00:00:00.000Z
Monitor,1659,5,2023-02-27T00:00:00.000Z
Smartwatch,1693,3,2023-11-09T00:00:00.000Z
Keyboard,1074,8,2024-03-13T00:00:00.000Z
Headphones,1605,4,2024-12-08T00:00:00.000Z
Phone,1993,6,2024-03-18T00:00:00.000Z
Keyboard,697,2,2024-12-02T00:00:00.000Z
Monitor,1836,5,2023-03-03T00:00:00.000Z
Tablet,1687,7,2022-09-07T00:00:00.000Z
Tablet,1151,6,2023-05-10T00:00:00.000Z
Smartwatch,1227,7,2024-09-23T00:00:00.000Z
Monitor,1441,7,2023-07-20T00:00:00.000Z
Smartwatch,892,10,2024-09-03T00:00:00.000Z
Smartwatch,1209,7,2023-02-26T00:00:00.000Z
Smartwatch,900,5,2024-04-03T00:00:00.000Z
Mouse,584,5,2022-05-18T00:00:00.000Z
Headphones,1464,1,2024-08-18T00:00:00.000Z
Headphones,1740,3,2024-05-15T00:00:00.000Z
Smartwatch,790,5,2022-02-05T00:00:00.000Z
Phone,1589,4,2022-09-13T00:00:00.000Z
Headphones,1577,9,2022-04-22T00:00:00.000Z
Phone,1094,5,2024-05-15T00:00:00.000Z
Smartwatch,686,8,2023-08-22T00:00:00.000Z
Phone,1421,3,2024-04-10T00:00:00.000Z
Laptop,531,2,2022-12-25T00:00:00.000Z
Monitor,639,7,2024-03-17T00:00:00.000Z
Tablet,894,9,2023-05-15T00:00:00.000Z
Keyboard,1159,3,2024-02-17T00:00:00.000Z
Tablet,1562,3,2022-04-02T00:00:00.000Z
Headphones,1173,5,2022-08-02T00:00:00.000Z
Phone,1936,3,2024-06-09T00:00:00.000Z
Keyboard,522,8,2023-07-31T00:00:00.000Z
Tablet,1082,6,2023-12-03T00:00:00.000Z
Smartwatch,532,1,2024-02-15T00:00:00.000Z
Tablet,556,6,2023-08-04T00:00:00.000Z
Mouse,1452,10,2023-06-27T00:00:00.000Z
Mouse,1495,2,2024-05-05T00:00:00.000Z
Mouse,740,9,2022-09-06T00:00:00.000Z
Monitor,543,2,2024-08-03T00:00:00.000Z
Headphones,1977,5,2023-07-18T00:00:00.000Z
Mouse,1114,1,2024-03-27T00:00:00.000Z
Laptop,646,9,2024-03-25T00:00:00.000Z
Headphones,1374,7,2023-09-02T00:00:00.000Z
Smartwatch,1734,9,2023-11-24T00:00:00.000Z
Laptop,1579,7,2023-10-04T00:00:00.000Z
Tablet,1727,7,2024-03-12T00:00:00.000Z
Tablet,826,7,2023-03-14T00:00:00.000Z
Headphones,1198,9,2023-02-17T00:00:00.000Z
Keyboard,1400,4,2024-11-21T00:00:00.000Z
Laptop,1165,10,2024-05-21T00:00:00.000Z
Monitor,1020,7,2022-02-28T00:00:00.000Z
Tablet,1183,7,2024-05-20T00:00:00.000Z
Laptop,1704,6,2023-01-29T00:00:00.000Z
Headphones,1782,2,2023-04-21T00:00:00.000Z
Keyboard,794,3,2024-02-21T00:00:00.000Z
Laptop,1989,2,2023-10-15T00:00:00.000Z
Tablet,1469,4,2022-03-11T00:00:00.000Z
Monitor,1675,8,2022-03-30T00:00:00.000Z
Monitor,881,8,2024-12-16T00:00:00.000Z
Headphones,967,2,2023-07-24T00:00:00.000Z
Mouse,1187,3,2024-09-12T00:00:00.000Z
Tablet,621,5,2023-12-21T00:00:00.000Z
Phone,1310,6,2024-09-21T00:00:00.000Z
Keyboard,1807,6,2022-04-20T00:00:00.000Z
Tablet,702,10,2022-03-07T00:00:00.000Z
Phone,1540,7,2022-04-14T00:00:00.000Z
Tablet,1523,2,2023-02-13T00:00:00.000Z
Headphones,1982,8,2024-05-12T00:00:00.000Z
Smartwatch,800,10,2024-01-29T00:00:00.000Z
Laptop,814,10,2022-06-11T00:00:00.000Z
Headphones,1753,6,2022-01-08T00:00:00.000Z
Keyboard,1763,5,2024-11-12T00:00:00.000Z
Smartwatch,1413,5,2022-02-20T00:00:00.000Z
Monitor,1528,3,2024-02-19T00:00:00.000Z
Tablet,1658,2,2023-05-16T00:00:00.000Z
Monitor,827,8,2023-06-28T00:00:00.000Z
Headphones,1290,7,2024-04-23T00:00:00.000Z
Monitor,1323,2,2022-10-16T00:00:00.000Z
Laptop,539,8,2022-04-25T00:00:00.000Z
Keyboard,1604,3,2023-07-31T00:00:00.000Z
Tablet,1975,4,2022-07-16T00:00:00.000Z
Headphones,1799,5,2024-06-20T00:00:00.000Z
Headphones,1046,1,2024-03-03T00:00:00.000Z
Laptop,1351,6,2023-03-09T00:00:00.000Z
Monitor,1975,7,2024-09-21T00:00:00.000Z
Tablet,1903,10,2024-02-06T00:00:00.000Z
Headphones,678,10,2023-02-01T00:00:00.000Z
Phone,1280,8,2023-07-26T00:00:00.000Z
Monitor,1685,9,2022-12-31T00:00:00.000Z
Monitor,1335,7,2023-04-25T00:00:00.000Z
Mouse,1473,4,2022-09-10T00:00:00.000Z
Monitor,1431,1,2023-02-23T00:00:00.000Z
Phone,1597,10,2022-11-03T00:00:00.000Z
Laptop,1178,7,2023-01-21T00:00:00.000Z
Headphones,1649,3,2024-03-26T00:00:00.000Z
Laptop,1068,7,2023-03-11T00:00:00.000Z
Headphones,585,2,2022-04-05T00:00:00.000Z
Laptop,771,5,2022-11-01T00:00:00.000Z
Laptop,1003,7,2022-07-30T00:00:00.000Z
Keyboard,812,2,2022-02-08T00:00:00.000Z
Phone,1256,7,2022-02-20T00:00:00.000Z
Tablet,1085,5,2022-06-14T00:00:00.000Z
Monitor,933,10,2022-09-15T00:00:00.000Z
Tablet,1604,6,2022-05-13T00:00:00.000Z
Phone,513,1,2022-08-18T00:00:00.000Z
Phone,609,2,2023-11-08T00:00:00.000Z
Phone,1112,5,2024-12-06T00:00:00.000Z
Mouse,1667,3,2023-01-07T00:00:00.000Z
Laptop,1711,9,2024-07-12T00:00:00.000Z
Keyboard,1623,8,2023-03-10T00:00:00.000Z
Laptop,1723,10,2023-10-31T00:00:00.000Z
Monitor,1764,4,2024-09-09T00:00:00.000Z
Smartwatch,676,9,2024-07-14T00:00:00.000Z
Headphones,1420,10,2022-12-24T00:00:00.000Z
Laptop,1300,4,2023-11-30T00:00:00.000Z
Laptop,1308,6,2022-01-29T00:00:00.000Z
Headphones,1443,2,2023-02-20T00:00:00.000Z
Keyboard,504,7,2024-10-15T00:00:00.000Z
Mouse,1891,6,2024-06-27T00:00:00.000Z
Keyboard,1203,10,2023-11-03T00:00:00.000Z
Keyboard,1986,5,2023-05-25T00:00:00.000Z
Smartwatch,555,6,2022-03-05T00:00:00.000Z
Keyboard,571,7,2023-05-16T00:00:00.000Z
Monitor,1034,6,2023-04-01T00:00:00.000Z
Laptop,1047,1,2024-05-02T00:00:00.000Z
Headphones,775,8,2023-03-09T00:00:00.000Z
Laptop,1016,8,2024-11-24T00:00:00.000Z
Mouse,1696,7,2022-03-19T00:00:00.000Z
Headphones,667,2,2022-09-20T00:00:00.000Z
Monitor,1634,1,2024-01-14T00:00:00.000Z
Laptop,808,4,2022-01-02T00:00:00.000Z
Monitor,1840,4,2024-07-18T00:00:00.000Z
Monitor,1640,7,2022-10-22T00:00:00.000Z
Headphones,1198,9,2024-06-30T00:00:00.000Z
Keyboard,563,10,2022-05-25T00:00:00.000Z
Phone,1856,4,2023-02-09T00:00:00.000Z
Keyboard,1711,4,2022-02-22T00:00:00.000Z
Mouse,979,6,2023-12-03T00:00:00.000Z
Laptop,1468,8,2023-12-28T00:00:00.000Z
Phone,671,5,2024-05-06T00:00:00.000Z
Monitor,1078,2,2023-07-28T00:00:00.000Z
Monitor,1549,9,2024-11-19T00:00:00.000Z
Headphones,582,5,2022-12-05T00:00:00.000Z
Mouse,1321,7,2024-10-07T00:00:00.000Z
Tablet,824,9,2024-08-05T00:00:00.000Z
Mouse,764,5,2023-10-21T00:00:00.000Z
Smartwatch,1486,3,2023-03-02T00:00:00.000Z
Laptop,861,5,2023-01-10T00:00:00.000Z
Keyboard,756,6,2024-09-18T00:00:00.000Z
Tablet,542,1,2022-09-24T00:00:00.000Z
Keyboard,1719,1,2022-06-10T00:00:00.000Z
Laptop,1477,3,2023-03-29T00:00:00.000Z
Laptop,1542,3,2024-10-13T00:00:00.000Z
Mouse,1605,9,2024-07-21T00:00:00.000Z
Keyboard,556,1,2023-05-30T00:00:00.000Z
Laptop,974,9,2024-01-29T00:00:00.000Z
Smartwatch,1627,7,2023-09-11T00:00:00.000Z
Smartwatch,842,6,2023-01-17T00:00:00.000Z
Phone,1911,5,2022-01-23T00:00:00.000Z
Keyboard,1219,9,2023-04-05T00:00:00.000Z
Headphones,1547,2,2022-06-17T00:00:00.000Z
Mouse,1968,10,2023-08-27T00:00:00.000Z
Monitor,599,2,2022-05-01T00:00:00.000Z
Laptop,1945,5,2022-08-24T00:00:00.000Z
Phone,654,1,2024-05-20T00:00:00.000Z
Mouse,1011,5,2023-07-16T00:00:00.000Z
Phone,1925,8,2022-12-20T00:00:00.000Z
Smartwatch,1516,6,2023-04-08T00:00:00.000Z
Monitor,867,1,2022-07-01T00:00:00.000Z
Tablet,686,3,2022-10-02T00:00:00.000Z
Headphones,1009,6,2022-01-27T00:00:00.000Z
Mouse,791,9,2023-11-30T00:00:00.000Z
Tablet,793,6,2023-06-11T00:00:00.000Z
Smartwatch,1213,10,2023-11-05T00:00:00.000Z
Laptop,1191,3,2024-06-22T00:00:00.000Z
Phone,682,7,2023-05-24T00:00:00.000Z
Phone,1631,1,2024-07-19T00:00:00.000Z
Headphones,1144,8,2024-11-26T00:00:00.000Z
Phone,1850,1,2024-12-09T00:00:00.000Z
Phone,1658,9,2023-11-13T00:00:00.000Z
Monitor,1985,7,2023-01-13T00:00:00.000Z
Monitor,1530,8,2023-10-11T00:00:00.000Z
Phone,1001,3,2024-07-07T00:00:00.000Z
Mouse,1919,6,2022-09-03T00:00:00.000Z
Tablet,721,2,2023-09-19T00:00:00.000Z
Tablet,1829,10,2024-10-25T00:00:00.000Z
Smartwatch,1443,9,2022-11-16T00:00:00.000Z
Keyboard,1658,8,2022-05-15T00:00:00.000Z
Monitor,678,7,2022-06-07T00:00:00.000Z
Smartwatch,798,7,2022-11-08T00:00:00.000Z
Phone,1810,10,2024-01-24T00:00:00.000Z
Tablet,592,9,2024-03-08T00:00:00.000Z
Monitor,1429,9,2023-02-20T00:00:00.000Z
Tablet,960,10,2022-04-09T00:00:00.000Z
Tablet,1997,2,2024-12-31T00:00:00.000Z
Keyboard,823,2,2022-10-01T00:00:00.000Z
Monitor,1446,7,2022-05-15T00:00:00.000Z
Headphones,1651,5,2024-03-01T00:00:00.000Z
Tablet,953,10,2022-09-05T00:00:00.000Z
Phone,845,10,2023-05-16T00:00:00.000Z
Mouse,852,4,2022-08-04T00:00:00.000Z
Mouse,1207,6,2023-09-21T00:00:00.000Z
Laptop,1851,3,2022-04-25T00:00:00.000Z
Headphones,1553,8,2023-07-26T00:00:00.000Z
Tablet,1626,9,2023-08-24T00:00:00.000Z
Tablet,1640,7,2023-12-30T00:00:00.000Z
Headphones,875,10,2022-06-22T00:00:00.000Z
Headphones,1032,2,2023-03-21T00:00:00.000Z
Mouse,1455,2,2022-07-27T00:00:00.000Z
Laptop,955,3,2023-05-10T00:00:00.000Z
Phone,1029,10,2024-01-23T00:00:00.000Z
Smartwatch,996,8,2024-12-01T00:00:00.000Z
Mouse,904,8,2024-02-24T00:00:00.000Z
Laptop,1498,7,2023-05-28T00:00:00.000Z
Tablet,712,9,2024-12-24T00:00:00.000Z
Monitor,632,3,2023-10-15T00:00:00.000Z
Phone,1557,10,2024-12-30T00:00:00.000Z
Smartwatch,1701,10,2022-09-15T00:00:00.000Z
Laptop,1862,8,2024-07-16T00:00:00.000Z
Monitor,1871,5,2022-04-01T00:00:00.000Z
Phone,829,6,2022-07-26T00:00:00.000Z
Tablet,1731,5,2023-10-23T00:00:00.000Z
Keyboard,1174,1,2022-06-08T00:00:00.000Z
Smartwatch,1056,9,2024-09-16T00:00:00.000Z
Headphones,1742,1,2024-11-19T00:00:00.000Z
Laptop,1569,8,2023-04-09T00:00:00.000Z
Laptop,901,9,2022-05-04T00:00:00.000Z
Laptop,1679,4,2022-04-21T00:00:00.000Z
Phone,975,5,2024-03-02T00:00:00.000Z
Laptop,1540,3,2023-01-20T00:00:00.000Z
Smartwatch,590,7,2023-03-31T00:00:00.000Z
Tablet,1905,10,2022-02-15T00:00:00.000Z
Smartwatch,1104,4,2023-10-09T00:00:00.000Z
Smartwatch,1203,3,2024-11-02T00:00:00.000Z
Monitor,1891,1,2023-08-25T00:00:00.000Z
Monitor,539,6,2022-01-02T00:00:00.000Z
Headphones,718,10,2024-09-01T00:00:00.000Z
Mouse,1409,6,2023-09-04T00:00:00.000Z
Smartwatch,1799,9,2023-03-28T00:00:00.000Z
Monitor,1119,10,2022-09-10T00:00:00.000Z
Mouse,1880,3,2024-08-21T00:00:00.000Z
Phone,749,4,2024-06-19T00:00:00.000Z
Headphones,1049,5,2022-04-12T00:00:00.000Z
Phone,1584,4,2022-03-27T00:00:00.000Z
Headphones,1946,5,2022-10-30T00:00:00.000Z
Smartwatch,1764,3,2022-01-23T00:00:00.000Z
Tablet,905,10,2023-03-05T00:00:00.000Z
Tablet,1048,1,2023-06-24T00:00:00.000Z
Phone,1770,5,2023-05-24T00:00:00.000Z
Headphones,1166,6,2022-11-08T00:00:00.000Z
Mouse,1023,5,2024-07-12T00:00:00.000Z
Phone,603,7,2024-10-10T00:00:00.000Z
Monitor,1607,9,2022-07-13T00:00:00.000Z
Phone,1099,3,2024-03-07T00:00:00.000Z
Headphones,890,4,2023-02-13T00:00:00.000Z
Monitor,1347,1,2024-05-10T00:00:00.000Z
Headphones,1196,4,2022-10-13T00:00:00.000Z
